ts,symbol,mint,buy_dex,sell_dex,buy_price_usd,sell_price_usd,buy_liquidity_usd,sell_liquidity_usd,gross_spread_pct,total_fee_pct,net_spread_pct,profit_usd_on_20
2026-05-20T15:21:35.856985+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179098,0.7788,0.55,0.2288,0.0458
2026-05-20T15:22:40.502496+00:00,SOL,So11111111111111111111111111111111111111112,orca,raydium,86.13,86.88,28824446,7620548,0.8708,0.55,0.3208,0.0642
2026-05-20T15:22:40.502496+00:00,SOL,So11111111111111111111111111111111111111112,meteora,raydium,86.14,86.88,5217308,7620548,0.8591,0.45,0.4091,0.0818
2026-05-20T15:22:41.233073+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.09e-06,855902,435164,0.9279,0.5,0.4279,0.0856
2026-05-20T15:22:41.233073+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179098,0.7788,0.55,0.2288,0.0458
2026-05-20T15:23:46.886694+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.09e-06,855902,435055,0.8948,0.5,0.3948,0.079
2026-05-20T15:23:46.886694+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179098,0.7788,0.55,0.2288,0.0458
2026-05-20T15:23:48.307791+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05759,97985,3520541,1.3908,0.45,0.9408,0.1882
2026-05-20T15:24:52.409637+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.08e-06,855902,434496,0.7788,0.5,0.2788,0.0558
2026-05-20T15:24:52.409637+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179098,0.7788,0.55,0.2288,0.0458
2026-05-20T15:24:53.701078+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.0576,97985,3520813,1.4085,0.45,0.9585,0.1917
2026-05-20T15:25:58.022224+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.08e-06,855902,434616,0.8119,0.5,0.3119,0.0624
2026-05-20T15:25:58.022224+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179098,0.7788,0.55,0.2288,0.0458
2026-05-20T15:25:59.368958+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.0576,97985,3520813,1.4085,0.45,0.9585,0.1917
2026-05-20T15:27:03.435711+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.08e-06,855902,434616,0.8119,0.5,0.3119,0.0624
2026-05-20T15:27:03.435711+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179098,0.7788,0.55,0.2288,0.0458
2026-05-20T15:27:04.693228+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.0576,97985,3520813,1.4085,0.45,0.9585,0.1917
2026-05-20T15:28:09.431978+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.08e-06,855902,433988,0.7125,0.5,0.2125,0.0425
2026-05-20T15:28:09.431978+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179084,0.7622,0.55,0.2122,0.0424
2026-05-20T15:28:11.325897+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.0576,97985,3520813,1.4085,0.45,0.9585,0.1917
2026-05-20T15:29:15.668171+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.08e-06,855902,433883,0.6794,0.5,0.1794,0.0359
2026-05-20T15:29:15.668171+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179069,0.7457,0.55,0.1957,0.0391
2026-05-20T15:29:16.960868+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05739,97985,3507804,1.0387,0.45,0.5887,0.1177
2026-05-20T15:30:20.295199+00:00,SOL,So11111111111111111111111111111111111111112,meteora,raydium,85.96,86.41,5206855,7599902,0.5235,0.45,0.0735,0.0147
2026-05-20T15:30:20.931758+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.09e-06,855902,435044,0.9279,0.5,0.4279,0.0856
2026-05-20T15:30:20.931758+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179069,0.7457,0.55,0.1957,0.0391
2026-05-20T15:30:22.209623+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05739,97985,3507804,1.0387,0.45,0.5887,0.1177
2026-05-20T15:31:25.719386+00:00,SOL,So11111111111111111111111111111111111111112,orca,raydium,85.8,86.41,28812021,7599904,0.711,0.55,0.161,0.0322
2026-05-20T15:31:25.719386+00:00,SOL,So11111111111111111111111111111111111111112,meteora,raydium,85.88,86.41,5206098,7599904,0.6171,0.45,0.1671,0.0334
2026-05-20T15:31:26.457438+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.08e-06,855902,434112,0.7291,0.5,0.2291,0.0458
2026-05-20T15:31:26.457438+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179069,0.7457,0.55,0.1957,0.0391
2026-05-20T15:31:27.854337+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05739,97985,3507804,1.0387,0.45,0.5887,0.1177
2026-05-20T15:32:32.134959+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.08e-06,855902,434210,0.7457,0.5,0.2457,0.0491
2026-05-20T15:32:32.134959+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179069,0.7457,0.55,0.1957,0.0391
2026-05-20T15:32:33.447888+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05739,97985,3507804,1.0387,0.45,0.5887,0.1177
2026-05-20T15:33:37.648937+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.08e-06,855902,434431,0.7622,0.5,0.2622,0.0524
2026-05-20T15:33:37.648937+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179069,0.7457,0.55,0.1957,0.0391
2026-05-20T15:33:38.994187+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05739,97985,3507804,1.0387,0.45,0.5887,0.1177
2026-05-20T15:34:42.832033+00:00,SOL,So11111111111111111111111111111111111111112,orca,raydium,85.93,86.73,28843179,7613932,0.931,0.55,0.381,0.0762
2026-05-20T15:34:42.832033+00:00,SOL,So11111111111111111111111111111111111111112,meteora,raydium,85.96,86.73,5209832,7613932,0.8958,0.45,0.4458,0.0892
2026-05-20T15:34:43.443153+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.08e-06,855902,434441,0.7788,0.5,0.2788,0.0558
2026-05-20T15:34:43.443153+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179069,0.7457,0.55,0.1957,0.0391
2026-05-20T15:34:44.737921+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05739,97985,3507804,1.0387,0.45,0.5887,0.1177
2026-05-20T15:35:49.285224+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.08e-06,855902,434442,0.7788,0.5,0.2788,0.0558
2026-05-20T15:35:49.285224+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179069,0.7457,0.55,0.1957,0.0391
2026-05-20T15:35:50.770122+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05749,97985,3514352,1.2148,0.45,0.7648,0.153
2026-05-20T15:36:54.753458+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.08e-06,855902,434411,0.7954,0.5,0.2954,0.0591
2026-05-20T15:36:54.753458+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179069,0.7457,0.55,0.1957,0.0391
2026-05-20T15:36:56.000079+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05749,97985,3514352,1.2148,0.45,0.7648,0.153
2026-05-20T15:37:59.950857+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.08e-06,855902,434411,0.7954,0.5,0.2954,0.0591
2026-05-20T15:37:59.950857+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179069,0.7457,0.55,0.1957,0.0391
2026-05-20T15:38:01.218087+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05749,97985,3514352,1.2148,0.45,0.7648,0.153
2026-05-20T15:39:05.505496+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.08e-06,855902,434362,0.7788,0.5,0.2788,0.0558
2026-05-20T15:39:05.505496+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179069,0.7457,0.55,0.1957,0.0391
2026-05-20T15:39:06.846137+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05753,97985,3515888,1.2852,0.45,0.8352,0.167
2026-05-20T15:40:10.137267+00:00,SOL,So11111111111111111111111111111111111111112,raydium,orca,85.29,85.81,7550552,28814517,0.6097,0.55,0.0597,0.0119
2026-05-20T15:40:10.137267+00:00,SOL,So11111111111111111111111111111111111111112,raydium,meteora,85.29,85.79,7550552,5202500,0.5862,0.45,0.1362,0.0272
2026-05-20T15:40:10.901981+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.09e-06,855902,434687,0.8948,0.5,0.3948,0.079
2026-05-20T15:40:10.901981+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179069,0.7457,0.55,0.1957,0.0391
2026-05-20T15:40:12.253886+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05753,97985,3515888,1.2852,0.45,0.8352,0.167
2026-05-20T15:41:16.874740+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.07e-06,855902,433807,0.6462,0.5,0.1462,0.0292
2026-05-20T15:41:16.874740+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.07e-06,855902,179006,0.6462,0.55,0.0962,0.0192
2026-05-20T15:41:18.282324+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05753,97985,3515888,1.2852,0.45,0.8352,0.167
2026-05-20T15:42:22.322994+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.07e-06,855902,433807,0.6462,0.5,0.1462,0.0292
2026-05-20T15:42:22.322994+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.07e-06,855902,179006,0.6462,0.55,0.0962,0.0192
2026-05-20T15:42:23.660780+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05753,97985,3515888,1.2852,0.45,0.8352,0.167
2026-05-20T15:43:28.523282+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.08e-06,855902,433901,0.6794,0.5,0.1794,0.0359
2026-05-20T15:43:28.523282+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.07e-06,855902,179006,0.6462,0.55,0.0962,0.0192
2026-05-20T15:43:30.076046+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05753,97985,3515888,1.2852,0.45,0.8352,0.167
2026-05-20T15:44:34.205117+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.07e-06,855902,433592,0.5965,0.5,0.0965,0.0193
2026-05-20T15:44:34.205117+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.07e-06,855902,179006,0.6462,0.55,0.0962,0.0192
2026-05-20T15:44:35.451806+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05744,97985,3509685,1.1268,0.45,0.6768,0.1354
2026-05-20T15:45:39.735348+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.07e-06,855902,433491,0.5634,0.5,0.0634,0.0127
2026-05-20T15:45:39.735348+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.07e-06,855902,179006,0.6462,0.55,0.0962,0.0192
2026-05-20T15:45:41.052408+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05744,97985,3509685,1.1268,0.45,0.6768,0.1354
2026-05-20T15:46:45.162595+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.08e-06,855902,434479,0.7788,0.5,0.2788,0.0558
2026-05-20T15:46:45.162595+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.07e-06,855902,179006,0.6462,0.55,0.0962,0.0192
2026-05-20T15:46:46.420332+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.0572,97985,3503658,0.7042,0.45,0.2542,0.0508
2026-05-20T15:47:51.692589+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.09e-06,855902,434778,0.8948,0.5,0.3948,0.079
2026-05-20T15:47:51.692589+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.08e-06,855902,179049,0.7125,0.55,0.1625,0.0325
2026-05-20T15:47:52.968481+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.0572,97985,3503658,0.7042,0.45,0.2542,0.0508
2026-05-20T15:48:57.468716+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.09e-06,855902,434980,0.9445,0.5,0.4445,0.0889
2026-05-20T15:48:57.468716+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.09e-06,855902,179145,0.8616,0.55,0.3116,0.0623
2026-05-20T15:48:58.908259+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.0572,97985,3503658,0.7042,0.45,0.2542,0.0508
2026-05-20T15:50:03.272935+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.09e-06,855902,434905,0.9114,0.5,0.4114,0.0823
2026-05-20T15:50:03.272935+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.09e-06,855902,179145,0.8616,0.55,0.3116,0.0623
2026-05-20T15:50:04.568022+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.0572,97985,3503658,0.7042,0.45,0.2542,0.0508
2026-05-20T15:51:08.024338+00:00,SOL,So11111111111111111111111111111111111111112,orca,raydium,85.91,86.65,28844077,7610634,0.8614,0.55,0.3114,0.0623
2026-05-20T15:51:08.024338+00:00,SOL,So11111111111111111111111111111111111111112,meteora,raydium,86.054,86.65,5209915,7610634,0.6926,0.45,0.2426,0.0485
2026-05-20T15:51:08.671030+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.09e-06,855902,435056,0.9445,0.5,0.4445,0.0889
2026-05-20T15:51:08.671030+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.09e-06,855902,179145,0.8616,0.55,0.3116,0.0623
2026-05-20T15:51:10.000801+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.0572,97985,3503658,0.7042,0.45,0.2542,0.0508
2026-05-20T15:52:13.366404+00:00,SOL,So11111111111111111111111111111111111111112,raydium,meteora,85.57,86.054,7562781,5212917,0.5656,0.45,0.1156,0.0231
2026-05-20T15:52:14.021317+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.09e-06,855902,435158,0.9611,0.5,0.4611,0.0922
2026-05-20T15:52:14.021317+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.09e-06,855902,179144,0.8451,0.55,0.2951,0.059
2026-05-20T15:52:15.433790+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.0572,97985,3503658,0.7042,0.45,0.2542,0.0508
2026-05-20T15:53:20.675885+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,meteora,6.03e-06,6.09e-06,855902,435108,0.9611,0.5,0.4611,0.0922
2026-05-20T15:53:20.675885+00:00,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,orca,raydium,6.03e-06,6.09e-06,855902,179144,0.8451,0.55,0.2951,0.059
2026-05-20T15:53:21.993600+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05731,97985,3510459,0.8979,0.45,0.4479,0.0896
2026-05-20T15:54:27.482984+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05731,97985,3510459,0.8979,0.45,0.4479,0.0896
2026-05-20T15:55:33.646751+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05731,97985,3510459,0.8979,0.45,0.4479,0.0896
2026-05-20T15:56:39.052032+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05726,97985,3507922,0.8099,0.45,0.3599,0.072
2026-05-20T15:57:44.305385+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05726,97985,3507922,0.8099,0.45,0.3599,0.072
2026-05-20T15:58:49.797665+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05726,97985,3507922,0.8099,0.45,0.3599,0.072
2026-05-20T15:59:55.081690+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05726,97985,3507922,0.8099,0.45,0.3599,0.072
2026-05-20T16:01:00.737066+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05726,97985,3507922,0.8099,0.45,0.3599,0.072
2026-05-20T16:02:06.438270+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05726,97985,3507922,0.8099,0.45,0.3599,0.072
2026-05-20T16:03:26.392473+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05726,97985,3507922,0.8099,0.45,0.3599,0.072
2026-05-20T16:03:27.604980+00:00,FARTCOIN,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,meteora,raydium,0.1893,0.1905,271864,7480923,0.6339,0.45,0.1839,0.0368
2026-05-20T16:04:31.415913+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05726,97985,3507922,0.8099,0.45,0.3599,0.072
2026-05-20T16:05:36.446317+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05726,97985,3507922,0.8099,0.45,0.3599,0.072
2026-05-20T16:06:41.724505+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05726,97985,3507922,0.8099,0.45,0.3599,0.072
2026-05-20T16:07:45.166973+00:00,SOL,So11111111111111111111111111111111111111112,orca,raydium,86.2,86.88,28890676,7620577,0.7889,0.55,0.2389,0.0478
2026-05-20T16:07:45.166973+00:00,SOL,So11111111111111111111111111111111111111112,meteora,raydium,86.14,86.88,5223102,7620577,0.8591,0.45,0.4091,0.0818
2026-05-20T16:07:47.076182+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05777,97985,3528821,1.7077,0.45,1.2577,0.2515
2026-05-20T16:08:50.308654+00:00,SOL,So11111111111111111111111111111111111111112,raydium,meteora,85.84,86.31,7574853,5230600,0.5475,0.45,0.0975,0.0195
2026-05-20T16:08:52.159776+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05781,97985,3530827,1.7782,0.45,1.3282,0.2656
2026-05-20T16:09:57.335267+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05781,97985,3530827,1.7782,0.45,1.3282,0.2656
2026-05-20T16:11:02.420944+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05781,97985,3530827,1.7782,0.45,1.3282,0.2656
2026-05-20T16:11:03.646233+00:00,FARTCOIN,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,meteora,raydium,0.19,0.1911,281366,7504506,0.5789,0.45,0.1289,0.0258
2026-05-20T16:11:03.646233+00:00,FARTCOIN,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,meteora,orca,0.19,0.1911,281366,1387234,0.5789,0.5,0.0789,0.0158
2026-05-20T16:12:07.506658+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05781,97985,3530827,1.7782,0.45,1.3282,0.2656
2026-05-20T16:12:08.715841+00:00,FARTCOIN,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,meteora,raydium,0.19,0.1911,281366,7504506,0.5789,0.45,0.1289,0.0258
2026-05-20T16:12:08.715841+00:00,FARTCOIN,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,meteora,orca,0.19,0.1911,281366,1387362,0.5789,0.5,0.0789,0.0158
2026-05-20T16:13:10.694225+00:00,SOL,So11111111111111111111111111111111111111112,raydium,meteora,85.98,86.48,7581146,5214870,0.5815,0.45,0.1315,0.0263
2026-05-20T16:13:12.523086+00:00,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,meteora,raydium,0.0568,0.05781,97985,3530827,1.7782,0.45,1.3282,0.2656
2026-05-20T16:13:13.773656+00:00,FARTCOIN,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,meteora,raydium,0.19,0.1911,281366,7504506,0.5789,0.45,0.1289,0.0258
